first_name,second_name,time,year,distance,time_in_seconds
Fernanda ,Ribeiro,15:01.49,2000,5000-metres,901.4
Isabella Bosibori ,Ochichi,15:01.42,2002,5000-metres,901.4
Belaynesh ,Oljira,15:01.51,2013,5000-metres,901.5
Irene ,Jelagat,15:01.73,2014,5000-metres,901.7
Katalin ,Szentgyörgyi,15:02.00,2002,5000-metres,902.0
Julia ,Bleasdale,15:02.00,2012,5000-metres,902.0
Beylanesh ,Fekadu,15:02.14,2007,5000-metres,902.1
Lauren ,Fleshman,15:02.28,2007,5000-metres,902.2
Emebet ,Anteneh,15:02.51,2012,5000-metres,902.5
Silvia ,Weissteiner,15:02.65,2007,5000-metres,902.6
Janet ,Kisa,15:02.68,2015,5000-metres,902.6
Fei ,Xue,15:02.73,2007,5000-metres,902.7
Joanne ,Pavey,15:02.84,2012,5000-metres,902.8
Elena ,Nagovitsyna,15:02.80,2012,5000-metres,902.8
Mariya ,Konovalova,15:02.96,2007,5000-metres,902.9
Abbey ,D'Agostino,15:03.85,2015,5000-metres,903.8
Yanmei ,Dong,15:03.99,2000,5000-metres,903.9
Tegla ,Loroupe,15:04.48,2002,5000-metres,904.4
Werknesh ,Kidane,15:04.65,2012,5000-metres,904.6
Katie ,Mackey,15:04.74,2014,5000-metres,904.7
Lidia ,Chojecka,15:04.88,2002,5000-metres,904.8
Joanne ,Pavey,15:04.87,2014,5000-metres,904.8
Laura ,Thweatt,15:04.98,2014,5000-metres,904.9
Belaynesh ,Oljira,15:05.19,2015,5000-metres,905.1
Jennifer ,Simpson,15:05.25,2009,5000-metres,905.2
Olga ,Golovkina,15:05.26,2012,5000-metres,905.2
Julie ,Culley,15:05.38,2012,5000-metres,905.3
Shitaye ,Eshete,15:05.48,2012,5000-metres,905.4
Tejitu ,Daba,15:05.59,2012,5000-metres,905.5
Nicole ,Tully,15:05.58,2015,5000-metres,905.5
Natalya ,Popkova,15:05.95,2009,5000-metres,905.9
Iness Chepkesis ,Chenonge,15:06.06,2002,5000-metres,906.0
Jessica ,O'Connell,15:06.44,2015,5000-metres,906.4
Marielle ,Hall,15:06.45,2015,5000-metres,906.4
Kseniya ,Agafonova,15:06.98,2009,5000-metres,906.9
Emily ,Infeld,15:07.19,2015,5000-metres,907.1
Emelia ,Gorecka,15:07.45,2014,5000-metres,907.4
Jennifer ,Rhines,15:07.78,2009,5000-metres,907.7
Ana Dulce ,Félix,15:08.02,2009,5000-metres,908.0
Dolores ,Checa,15:08.27,2009,5000-metres,908.2
Selly Chepyego ,Kaptich,15:08.31,2014,5000-metres,908.3
Kim ,Conley,15:08.61,2014,5000-metres,908.6
Hiwot ,Ayalew,15:09.64,2014,5000-metres,909.6
Margaret Wangari ,Muriuki,15:10.38,2014,5000-metres,910.3
Alemitu ,Hawi,15:10.46,2014,5000-metres,910.4
Aisling ,Cuffe,15:11.13,2014,5000-metres,911.1
Etagegn ,Woldu,15:11.42,2014,5000-metres,911.4
Julia ,Bleasdale,15:11.68,2014,5000-metres,911.6
Changqin ,Ding,15:12.51,2014,5000-metres,912.5
Marielle ,Hall,15:12.79,2014,5000-metres,912.7
Clémence ,Calvin,15:12.83,2014,5000-metres,912.8
Jessica ,O'Connell,15:13.21,2014,5000-metres,913.2
Elena ,Korobkina,15:14.67,2014,5000-metres,914.6
Ayuko ,Suzuki,15:14.96,2014,5000-metres,914.9
Eloise ,Wellings,15:14.99,2014,5000-metres,914.9
Stacy Chepkemboi ,Ndiwa,15:15.14,2014,5000-metres,915.1
Tejitu ,Daba,15:15.74,2014,5000-metres,915.7
Almaz ,Ayana,29:17.45,2016,10000-metres,1757.4
Vivian Jepkemoi ,Cheruiyot,29:32.53,2016,10000-metres,1772.5
Tirunesh ,Dibaba,29:42.56,2016,10000-metres,1782.5
Alice Aprot ,Nawowuna,29:53.51,2016,10000-metres,1793.5
Meselech ,Melkamu,29:53.80,2009,10000-metres,1793.8
Tirunesh ,Dibaba,29:54.66,2008,10000-metres,1794.6
Elvan ,Abeylegesse,29:56.34,2008,10000-metres,1796.3
Meseret ,Defar,29:59.20,2009,10000-metres,1799.2
Paula ,Radcliffe,30:01.09,2002,10000-metres,1801.0
Berhane ,Adere,30:04.18,2003,10000-metres,1804.1
Werknesh ,Kidane,30:07.15,2003,10000-metres,1807.1
Yingjie ,Sun,30:07.20,2003,10000-metres,1807.2
Betsy ,Saina,30:07.78,2016,10000-metres,1807.7
Meseret ,Defar,30:08.06,2013,10000-metres,1808.0
Florence Jebet ,Kiplagat,30:11.53,2009,10000-metres,1811.5
Wude ,Ayalew,30:11.87,2009,10000-metres,1811.8
Lornah ,Kiplagat,30:12.53,2003,10000-metres,1812.5
Molly ,Huddle,30:13.17,2016,10000-metres,1813.1
Tirunesh ,Dibaba,30:15.67,2005,10000-metres,1815.6
Paula ,Radcliffe,30:17.15,2004,10000-metres,1817.1
Derartu ,Tulu,30:17.49,2000,10000-metres,1817.4
Ejegayehu ,Dibaba,30:18.39,2005,10000-metres,1818.3
Werknesh ,Kidane,30:19.39,2005,10000-metres,1819.3
Tirunesh ,Dibaba,30:20.75,2012,10000-metres,1820.7
Elvan ,Abeylegesse,30:21.67,2006,10000-metres,1821.6
Shalane ,Flanagan,30:22.22,2008,10000-metres,1822.2
Gete ,Wami,30:22.48,2000,10000-metres,1822.4
Fernanda ,Ribeiro,30:22.88,2000,10000-metres,1822.8
Alla ,Zhilyaeva,30:23.07,2003,10000-metres,1823.0
Huina ,Xing,30:24.36,2004,10000-metres,1824.3
Florence Jebet ,Kiplagat,30:24.85,2012,10000-metres,1824.8
Ejegayehu ,Dibaba,30:24.98,2004,10000-metres,1824.9
Berhane ,Adere,30:25.41,2005,10000-metres,1825.4
Galina ,Bogomolova,30:26.20,2003,10000-metres,1826.2
Sally Jepkosgei ,Kipyego,30:26.37,2012,10000-metres,1826.3
Yasemin ,Can,30:26.41,2016,10000-metres,1826.4
Derartu ,Tulu,30:26.42,2004,10000-metres,1826.4
Linet Chepkwemoi ,Masai,30:26.50,2008,10000-metres,1826.5
Tirunesh ,Dibaba,30:26.67,2013,10000-metres,1826.6
Gelete ,Burka,30:26.66,2016,10000-metres,1826.6
Belaynesh ,Oljira,30:26.70,2012,10000-metres,1826.7
Paula ,Radcliffe,30:26.97,2000,10000-metres,1826.9
Huina ,Xing,30:27.18,2005,10000-metres,1827.1
Yingjie ,Sun,30:28.26,2002,10000-metres,1828.2
Werknesh ,Kidane,30:28.30,2004,10000-metres,1828.3
Gladys Cherono ,Kiprono,30:29.23,2013,10000-metres,1829.2
Liliya ,Shobukhova,30:29.36,2009,10000-metres,1829.3
Edith ,Masai,30:30.26,2005,10000-metres,1830.2
Vivian Jepkemoi ,Cheruiyot,30:30.44,2012,10000-metres,1830.4
Mariya ,Konovalova,30:31.03,2009,10000-metres,1831.0
Inga ,Abitova,30:31.42,2006,10000-metres,1831.4
Belaynesh ,Oljira,30:31.44,2013,10000-metres,1831.4
Huina ,Xing,30:31.55,2003,10000-metres,1831.5
Lornah ,Kiplagat,30:31.92,2004,10000-metres,1831.9
Susanne ,Wigene,30:32.36,2006,10000-metres,1832.3
Lidiya ,Grigoryeva,30:32.72,2006,10000-metres,1832.7
Yingjie ,Sun,30:33.53,2005,10000-metres,1833.5
Galina ,Bogomolova,30:33.75,2005,10000-metres,1833.7
Kimberley ,Smith,30:35.54,2008,10000-metres,1835.5
Mariya ,Konovalova,30:35.84,2008,10000-metres,1835.8
Ababel ,Yeshaneh,30:35.91,2013,10000-metres,1835.9
Galina ,Bogomolova,30:35.90,2006,10000-metres,1835.9
Netsanet ,Gudeta,30:36.75,2016,10000-metres,1836.7
Tegla ,Loroupe,30:37.26,2000,10000-metres,1837.2
Lornah ,Kiplagat,30:37.26,2006,10000-metres,1837.2
Inga ,Abitova,30:37.33,2008,10000-metres,1837.3
Genet ,Yalew,30:37.38,2016,10000-metres,1837.3
Benita ,Willis,30:37.68,2003,10000-metres,1837.6
Mestawet ,Tufa,30:38.33,2008,10000-metres,1838.3
Sally Jepkosgei ,Kipyego,30:38.35,2011,10000-metres,1838.3
Jelena ,Prokopcuka,30:38.78,2006,10000-metres,1838.7
Werknesh ,Kidane,30:39.38,2012,10000-metres,1839.3
Shalane ,Flanagan,30:39.57,2011,10000-metres,1839.5
Lucy Wangui ,Kabuu,30:39.96,2008,10000-metres,1839.9
Lornah ,Kiplagat,30:40.27,2008,10000-metres,1840.2
Senbere ,Teferi,30:40.59,2016,10000-metres,1840.5
Sally Jepkosgei ,Kipyego,30:42.26,2014,10000-metres,1842.2
Paula ,Radcliffe,30:42.75,2005,10000-metres,1842.7
Emily Chebet ,Muge,30:47.02,2013,10000-metres,1847.0
Shitaye ,Eshete,30:47.25,2012,10000-metres,1847.2
Sylvia Jebiwott ,Kibet,30:47.20,2009,10000-metres,1847.2
Molly ,Huddle,30:47.59,2014,10000-metres,1847.5
Sonia ,O'Sullivan,30:47.59,2002,10000-metres,1847.5
Aberu ,Kebede,30:48.26,2009,10000-metres,1848.2
Yoko ,Shibui,30:48.89,2002,10000-metres,1848.8
Vivian Jepkemoi ,Cheruiyot,30:48.98,2011,10000-metres,1848.9
Gelete ,Burka,30:49.68,2015,10000-metres,1849.6
Belaynesh ,Oljira,30:50.25,2016,10000-metres,1850.2
Deena ,Kastor,30:50.32,2002,10000-metres,1850.3
Alemitu ,Heroye,30:50.83,2015,10000-metres,1850.8
Berhane ,Adere,30:51.30,2000,10000-metres,1851.3
Marta ,Domínguez,30:51.69,2006,10000-metres,1851.6
Kayoko ,Fukushi,30:51.81,2002,10000-metres,1851.8
Hilda ,Kibet,30:51.92,2009,10000-metres,1851.9
Joanne ,Pavey,30:53.20,2012,10000-metres,1853.2
Sonia ,O'Sullivan,30:53.37,2000,10000-metres,1853.3
Linet Chepkwemoi ,Masai,30:53.59,2011,10000-metres,1853.5
Belaynesh ,Oljira,30:53.69,2015,10000-metres,1853.6
Ababel ,Yeshaneh,30:54.12,2016,10000-metres,1854.1
Kayoko ,Fukushi,30:54.29,2011,10000-metres,1854.2
Yingjie ,Sun,30:54.37,2004,10000-metres,1854.3
Tadelech ,Bekele,30:54.61,2016,10000-metres,1854.6
Kara ,Goucher,30:55.16,2008,10000-metres,1855.1
Sule ,Utura,30:55.50,2013,10000-metres,1855.5
Mamitu ,Daska,30:55.56,2015,10000-metres,1855.5
Irene Kwambai ,Kipchumba,30:55.67,2005,10000-metres,1855.6
Julia ,Bleasdale,30:55.63,2012,10000-metres,1855.6
Priscah Jepleting ,Cherono,30:56.43,2011,10000-metres,1856.4
Meselech ,Melkamu,30:56.55,2011,10000-metres,1856.5
Hitomi ,Niiya,30:56.70,2013,10000-metres,1856.7
Betsy ,Saina,30:57.30,2014,10000-metres,1857.3
Leah Jemeli ,Malot,30:57.70,2000,10000-metres,1857.7
Peninah Jerop ,Arusei,30:57.8,2008,10000-metres,1857.8
Lidiya ,Grigoryeva,30:57.83,2003,10000-metres,1857.8
Kayoko ,Fukushi,30:57.90,2006,10000-metres,1857.9
Wude ,Ayalew,30:58.03,2015,10000-metres,1858.0
Hilda ,Kibet,30:58.48,2008,10000-metres,1858.4
Hitomi ,Niiya,30:59.19,2012,10000-metres,1859.1
Merima ,Hashim,30:59.92,2000,10000-metres,1859.9
Mestawet ,Tufa,31:00.27,2007,10000-metres,1860.2
Ejegayehu ,Dibaba,31:01.07,2003,10000-metres,1861.0
Kayoko ,Fukushi,31:01.14,2008,10000-metres,1861.1
Lidiya ,Grigoryeva,31:01.15,2004,10000-metres,1861.1
Linet Chepkwemoi ,Masai,31:02.89,2013,10000-metres,1862.8
Marleen ,Renders,31:03.60,2000,10000-metres,1863.6
Kayoko ,Fukushi,31:03.75,2005,10000-metres,1863.7
Ejegayehu ,Dibaba,31:04.05,2008,10000-metres,1864.0
Lyudmila ,Biktasheva,31:04.00,2002,10000-metres,1864.0
Jelena ,Prokopcuka,31:04.10,2004,10000-metres,1864.1
Jane Wanjiku ,Gakunyi,31:04.34,2004,10000-metres,1864.3
Deriba ,Alemu,31:04.49,2004,10000-metres,1864.4
Jelena ,Prokopcuka,31:04.55,2005,10000-metres,1864.5
Meselech ,Melkamu,31:04.52,2010,10000-metres,1864.5
Tatyana ,Aryasova,31:04.88,2008,10000-metres,1864.8
Shalane ,Flanagan,31:04.85,2013,10000-metres,1864.8
Meselech ,Melkamu,31:04.93,2008,10000-metres,1864.9
Meseret ,Defar,31:05.05,2011,10000-metres,1865.0
Maura ,Viceconte,31:05.57,2000,10000-metres,1865.5
Kayoko ,Fukushi,31:05.68,2004,10000-metres,1865.6
Lucy Wangui ,Kabuu,31:05.90,2004,10000-metres,1865.9
Jelena ,Prokopcuka,31:06.14,2003,10000-metres,1866.1
Florence Jebet ,Kiplagat,31:06.20,2007,10000-metres,1866.2
Pauline Chemning ,Korikwiang,31:06.29,2010,10000-metres,1866.2
Lucy Wangui ,Kabuu,31:06.20,2003,10000-metres,1866.2
Netsanet ,Gudeta,31:06.53,2015,10000-metres,1866.5
Helena ,Javornik,31:06.63,2004,10000-metres,1866.6
Wude ,Ayalew,31:06.84,2008,10000-metres,1866.8
Ji ,Li,31:06.94,2000,10000-metres,1866.9
Aheza ,Kiros,31:06.93,2008,10000-metres,1866.9
Alla ,Zhilyaeva,31:07.58,2004,10000-metres,1867.5
Elizaveta ,Grechishnikova,31:07.88,2012,10000-metres,1867.8
Afera ,Godfay,31:08.23,2013,10000-metres,1868.2
Grace Kwamboka ,Momanyi,31:08.24,2008,10000-metres,1868.2
Kseniya ,Agafonova,31:08.53,2009,10000-metres,1868.5
Nataliya ,Berkut,31:08.89,2004,10000-metres,1868.8
Genet ,Yalew,31:08.82,2015,10000-metres,1868.8
Werknesh ,Kidane,31:08.92,2011,10000-metres,1868.9
Shalane ,Flanagan,31:09.02,2015,10000-metres,1869.0
Chunxiu ,Zhou,31:09.03,2005,10000-metres,1869.0
Aberu ,Kebede,31:09.28,2012,10000-metres,1869.2
Yuko ,Kawakami,31:09.46,2000,10000-metres,1869.4
Deena ,Kastor,31:09.65,2004,10000-metres,1869.6
Adriana ,Fernández,31:10.12,2000,10000-metres,1870.1
Elvan ,Abeylegesse,31:10.23,2010,10000-metres,1870.2
Alia Saeed ,Mohammed,31:10.25,2016,10000-metres,1870.2
Kayoko ,Fukushi,31:10.35,2012,10000-metres,1870.3
Kayoko ,Fukushi,31:10.57,2003,10000-metres,1870.5
Bezunesh ,Bekele,31:10.68,2005,10000-metres,1870.6
Amy ,Cragg,31:10.69,2012,10000-metres,1870.6
Mihaela Maria ,Prundus,31:11.24,2004,10000-metres,1871.2
Joanne ,Pavey,31:12.30,2008,10000-metres,1872.3
Alena ,Samokhvalova,31:12.57,2005,10000-metres,1872.5
Janet ,Cherobon-Bawcom,31:12.68,2012,10000-metres,1872.6
Lisa ,Uhl,31:12.80,2012,10000-metres,1872.8
Sara ,Moreira,31:12.93,2015,10000-metres,1872.9
Vivian Jepkemoi ,Cheruiyot,31:13.29,2015,10000-metres,1873.2
Fernanda ,Ribeiro,31:13.42,2003,10000-metres,1873.4
Inês ,Monteiro,31:13.58,2010,10000-metres,1873.5
Viktoriya ,Klimina,31:13.50,2008,10000-metres,1873.5
Teyba ,Erkesso,31:13.67,2007,10000-metres,1873.6
Amy ,Begley,31:13.78,2009,10000-metres,1873.7
Shitaye ,Eshete,31:13.79,2013,10000-metres,1873.7
Adriana ,Fernández,31:13.75,2003,10000-metres,1873.7
Mihaela Maria ,Prundus,31:13.96,2002,10000-metres,1873.9
Karoline Bjerkeli ,Grøvdal,31:14.07,2016,10000-metres,1874.0
Evelyne Wambui ,Nganga,31:14.08,2008,10000-metres,1874.0
Alla ,Zhilyaeva,31:14.27,2005,10000-metres,1874.2
Sabrina ,Mockenhaupt,31:14.21,2008,10000-metres,1874.2
Gotytom ,Gebreslase,31:14.52,2016,10000-metres,1874.5
Elana ,Meyer,31:14.70,2000,10000-metres,1874.7
Benita ,Willis,31:14.80,2006,10000-metres,1874.8
Eloise ,Wellings,31:14.94,2016,10000-metres,1874.9
Yoko ,Shibui,31:15.07,2008,10000-metres,1875.0
Tomoko ,Hadori,31:15.34,2004,10000-metres,1875.3
Irene Chepet ,Cheptai,31:15.38,2016,10000-metres,1875.3
Yukiko ,Akaba,31:15.34,2008,10000-metres,1875.3
Jane Jepkosgei ,Kiptoo,31:15.79,2008,10000-metres,1875.7
Betsy ,Saina,31:15.97,2012,10000-metres,1875.9
Caroline Chepkoech ,Kipkirui,31:16.38,2016,10000-metres,1876.3
Sara ,Moreira,31:16.44,2012,10000-metres,1876.4
Simone ,da Silva,31:16.56,2011,10000-metres,1876.5
Everlyne Kemunto ,Kimwei,31:16.50,2006,10000-metres,1876.5
Wude ,Ayalew,31:16.68,2013,10000-metres,1876.6
Kara ,Goucher,31:16.65,2011,10000-metres,1876.6
Kara ,Goucher,31:17.12,2006,10000-metres,1877.1
Yingying ,Zhang,31:17.30,2007,10000-metres,1877.3
Jennifer ,Rhines,31:17.31,2007,10000-metres,1877.3
Xue ,Bai,31:17.62,2009,10000-metres,1877.6
Jelena ,Prokopcuka,31:17.72,2002,10000-metres,1877.7
Belaynesh ,Oljira,31:17.80,2011,10000-metres,1877.8
Deena ,Kastor,31:17.86,2003,10000-metres,1877.8
Lisa ,Uhl,31:18.07,2010,10000-metres,1878.0
Ayuko ,Suzuki,31:18.16,2016,10000-metres,1878.1
Sally ,Barsosio,31:18.72,2004,10000-metres,1878.7
Philes Moora ,Ongori,31:18.85,2006,10000-metres,1878.8
Amy ,Rudolph,31:18.96,2005,10000-metres,1878.9
Ejegayehu ,Dibaba,31:18.97,2007,10000-metres,1878.9
Werknesh ,Kidane,31:19.00,2009,10000-metres,1879.0
Ana Dulce ,Félix,31:19.03,2016,10000-metres,1879.0
Jessica ,Augusto,31:19.15,2010,10000-metres,1879.1
Marina ,Ivanova,31:19.54,2008,10000-metres,1879.5
Philes Moora ,Ongori,31:19.73,2008,10000-metres,1879.7
Winfredah ,Kebaso,31:19.92,2006,10000-metres,1879.9
Tigist ,Kiros,31:20.38,2011,10000-metres,1880.3
Lidiya ,Grigoryeva,31:20.58,2005,10000-metres,1880.5
Aheza ,Kiros,31:20.66,2007,10000-metres,1880.6
Kimberley ,Smith,31:20.63,2007,10000-metres,1880.6
Mizuki ,Noguchi,31:21.03,2004,10000-metres,1881.0
Kimberley ,Smith,31:21.00,2005,10000-metres,1881.0
Sabrina ,Mockenhaupt,31:21.28,2005,10000-metres,1881.2
Aheza ,Kiros,31:21.22,2009,10000-metres,1881.2
Lidiya ,Grigoryeva,31:21.27,2000,10000-metres,1881.2
Katie ,McGregor,31:21.20,2005,10000-metres,1881.2
Fang ,Xie,31:21.25,2007,10000-metres,1881.2
Kimberley ,Smith,31:21.42,2009,10000-metres,1881.4
Shitaye ,Eshete,31:21.57,2011,10000-metres,1881.5
Elva ,Dryer,31:21.92,2005,10000-metres,1881.9
Selly Chepyego ,Kaptich,31:22.11,2013,10000-metres,1882.1
Lucy Wangui ,Kabuu,31:22.37,2005,10000-metres,1882.3
Nathalie ,de Vos,31:22.80,2007,10000-metres,1882.8
Hanami ,Sekine,31:22.92,2016,10000-metres,1882.9
Huirong ,Chen,31:23.07,2007,10000-metres,1883.0
Yukiko ,Akaba,31:23.27,2007,10000-metres,1883.2
Sabrina ,Mockenhaupt,31:23.35,2004,10000-metres,1883.3
Shalane ,Flanagan,31:23.43,2009,10000-metres,1883.4
Kayoko ,Fukushi,31:23.49,2009,10000-metres,1883.4
Terumi ,Asoshina,31:23.55,2005,10000-metres,1883.5
Ababel ,Yeshaneh,31:23.60,2015,10000-metres,1883.6
Sabrina ,Mockenhaupt,31:23.86,2010,10000-metres,1883.8
Alice Jemeli ,Timbilili,31:23.99,2004,10000-metres,1883.9
Kazue ,Ogoshi,31:24.00,2003,10000-metres,1884.0
Wude ,Ayalew,31:24.09,2011,10000-metres,1884.0
Silvia ,Sommaggio,31:24.12,2000,10000-metres,1884.1
Alice Aprot ,Nawowuna,31:24.18,2015,10000-metres,1884.1
Jennifer ,Rhines,31:24.16,2006,10000-metres,1884.1
Lineth ,Chepkurui,31:24.20,2011,10000-metres,1884.2
Yumiko ,Hara,31:24.33,2005,10000-metres,1884.3
Elvan ,Abeylegesse,31:25.15,2007,10000-metres,1885.1
Dulce María ,Rodríguez,31:25.33,2005,10000-metres,1885.3
Sally Jepkosgei ,Kipyego,31:25.45,2008,10000-metres,1885.4
Eyerusalem ,Kuma,31:25.46,2004,10000-metres,1885.4
Inês ,Monteiro,31:25.67,2009,10000-metres,1885.6
Inga ,Abitova,31:26.08,2007,10000-metres,1886.0
Joyce ,Chepkirui,31:26.10,2011,10000-metres,1886.1
Sara ,Moreira,31:26.55,2010,10000-metres,1886.5
Jennifer ,Rhines,31:26.66,2005,10000-metres,1886.6
Elva ,Dryer,31:26.88,2003,10000-metres,1886.8
Joanne ,Pavey,31:26.94,2007,10000-metres,1886.9
Emily ,Infeld,31:26.94,2016,10000-metres,1886.9
Molly ,Huddle,31:27.12,2008,10000-metres,1887.1
Guiying ,Bao,31:27.35,2005,10000-metres,1887.3
Sabrina ,Mockenhaupt,31:27.56,2009,10000-metres,1887.5
Jackline ,Chepngeno,31:27.73,2016,10000-metres,1887.7
Salina Jebet ,Kosgei,31:27.83,2002,10000-metres,1887.8
Jelena ,Prokopcuka,31:27.86,2000,10000-metres,1887.8
Tiki ,Gelana,31:27.80,2008,10000-metres,1887.8
Edith ,Masai,31:27.96,2006,10000-metres,1887.9
Selly Chepyego ,Kaptich,31:28.07,2014,10000-metres,1888.0
Joyceline ,Jepkosgei,31:28.28,2016,10000-metres,1888.2
Sarah ,Lahti,31:28.43,2016,10000-metres,1888.4
Diane ,Nukuri,31:28.69,2016,10000-metres,1888.6
Molly ,Huddle,31:28.66,2011,10000-metres,1888.6
Mihaela Maria ,Prundus,31:28.72,2003,10000-metres,1888.7
Mika ,Yoshikawa,31:28.71,2012,10000-metres,1888.7
Marie ,Davenport,31:28.78,2004,10000-metres,1888.7
Xue ,Bai,31:28.88,2005,10000-metres,1888.8
Kayoko ,Fukushi,31:29.03,2010,10000-metres,1889.0
Bezunesh ,Bekele,31:29.07,2004,10000-metres,1889.0
Fionnuala ,McCormack,31:29.22,2012,10000-metres,1889.2
Isabella Bosibori ,Ochichi,31:29.43,2006,10000-metres,1889.4
Olivera ,Jevtic,31:29.65,2000,10000-metres,1889.6
Lucy Wangui ,Kabuu,31:29.66,2006,10000-metres,1889.6
Galina ,Bogomolova,31:29.66,2000,10000-metres,1889.6
Rose ,Jepchumba,31:29.81,2005,10000-metres,1889.8
Emily Chebet ,Muge,31:30.22,2011,10000-metres,1890.2
Madaí ,Pérez,31:30.23,2008,10000-metres,1890.2
Jennifer ,Rhines,31:30.37,2011,10000-metres,1890.3
Jennifer ,Rhines,31:30.31,2008,10000-metres,1890.3
Fionnuala ,McCormack,31:30.74,2016,10000-metres,1890.7
Deriba ,Alemu,31:30.71,2005,10000-metres,1890.7
Evelyne Wambui ,Nganga,31:30.86,2006,10000-metres,1890.8
Hikari ,Yoshimoto,31:30.92,2010,10000-metres,1890.9
Doris Chepkwemoi ,Changeiywo,31:31.01,2008,10000-metres,1891.0
Edith ,Masai,31:31.18,2007,10000-metres,1891.1
Yingying ,Zhang,31:31.12,2008,10000-metres,1891.1
Qiuhong ,Xi,31:31.64,2005,10000-metres,1891.6
Lyudmila ,Biktasheva,31:31.87,2003,10000-metres,1891.8
Susan ,Kuijken,31:31.97,2015,10000-metres,1891.9
Lineth ,Chepkurui,31:31.92,2009,10000-metres,1891.9
Susan Chepkemei ,Kapkama,31:32.04,2002,10000-metres,1892.0
Miwako ,Yamanaka,31:32.10,2003,10000-metres,1892.1
Katie ,McGregor,31:32.17,2006,10000-metres,1892.1
Fernanda ,Ribeiro,31:32.28,2004,10000-metres,1892.2
Susie ,Power,31:32.20,2002,10000-metres,1892.2
Harumi ,Hiroyama,31:32.27,2003,10000-metres,1892.2
Xue ,Bai,31:32.49,2007,10000-metres,1892.4
Susan ,Kuijken,31:32.43,2016,10000-metres,1892.4
Lucy Wangui ,Kabuu,31:32.52,2007,10000-metres,1892.5
Buze ,Diriba,31:33.27,2015,10000-metres,1893.2
Emily Chebet ,Muge,31:33.39,2006,10000-metres,1893.3
Ana Dulce ,Félix,31:33.42,2011,10000-metres,1893.4
Joanne ,Pavey,31:33.44,2016,10000-metres,1893.4
Etalemahu ,Kidane,31:33.49,2007,10000-metres,1893.4
Lyudmila ,Biktasheva,31:33.58,2000,10000-metres,1893.5
Selly Chepyego ,Kaptich,31:33.76,2012,10000-metres,1893.7
Harumi ,Hiroyama,31:34.08,2004,10000-metres,1894.0
Megumi ,Oshima,31:34.01,2004,10000-metres,1894.0
Ana Dulce ,Félix,31:34.17,2015,10000-metres,1894.1
Mari ,Ozaki,31:34.15,2005,10000-metres,1894.1
Kayo ,Sugihara,31:34.35,2011,10000-metres,1894.3
Kate ,O'Neill,31:34.37,2004,10000-metres,1894.3
Harumi ,Hiroyama,31:34.79,2005,10000-metres,1894.7
Hiromi ,Ominami,31:35.18,2005,10000-metres,1895.1
Blake ,Russell,31:35.25,2005,10000-metres,1895.2
Megumi ,Kinukawa,31:35.27,2007,10000-metres,1895.2
Jip ,Vastenburg,31:35.48,2015,10000-metres,1895.4
Yuka ,Takashima,31:35.76,2016,10000-metres,1895.7
Aheza ,Kiros,31:35.81,2006,10000-metres,1895.8
Christelle ,Daunay,31:35.81,2012,10000-metres,1895.8
Olivera ,Jevtic,31:35.92,2009,10000-metres,1895.9
Jess ,Andrews,31:35.92,2016,10000-metres,1895.9
Alexi ,Pappas,31:36.16,2016,10000-metres,1896.1
Everlyne Kemunto ,Kimwei,31:36.20,2007,10000-metres,1896.2
Asmae ,Leghzaoui,31:36.56,2007,10000-metres,1896.5
Sabrina ,Mockenhaupt,31:36.76,2012,10000-metres,1896.7
Irene Kwambai ,Kipchumba,31:36.78,2007,10000-metres,1896.7
Lyudmila ,Petrova,31:36.76,2003,10000-metres,1896.7
Mamitu ,Daska,31:36.88,2009,10000-metres,1896.8
Gladys Chesir ,Kiptagelai,31:36.87,2015,10000-metres,1896.8
Hilda ,Kibet,31:36.90,2010,10000-metres,1896.9
Kathy ,Butler,31:36.90,2004,10000-metres,1896.9
Darya ,Maslova,31:36.90,2016,10000-metres,1896.9
Doricah Obare ,Kerubo,31:37.07,2010,10000-metres,1897.0
Desireé ,Linden,31:37.14,2011,10000-metres,1897.1
Betsy ,Saina,31:37.22,2013,10000-metres,1897.2
Yuka ,Takashima,31:37.32,2015,10000-metres,1897.3
Katie ,McGregor,31:37.82,2007,10000-metres,1897.8
Emily ,Sisson,31:38.03,2015,10000-metres,1898.0
Jiali ,Wang,31:38.15,2011,10000-metres,1898.1
Irina ,Mikitenko,31:38.48,2003,10000-metres,1898.4
Emily ,Infeld,31:38.71,2015,10000-metres,1898.7
Selly Chepyego ,Kaptich,31:38.70,2011,10000-metres,1898.7
Philes Moora ,Ongori,31:39.11,2007,10000-metres,1899.1
Sara ,Moreira,31:39.11,2011,10000-metres,1899.1
Molly ,Huddle,31:39.20,2015,10000-metres,1899.2
Akane ,Wakita ,31:39.32,2007,10000-metres,1899.3
Sylvia Jebiwott ,Kibet,31:39.34,2006,10000-metres,1899.3
Jordan ,Hasay,31:39.67,2014,10000-metres,1899.6
Rong ,Chen,31:39.77,2011,10000-metres,1899.7
Selly Chepyego ,Kaptich,31:39.84,2007,10000-metres,1899.8
Julia Mumbi ,Muraga,31:39.89,2004,10000-metres,1899.8
Xiaoxue ,Song,31:39.84,2007,10000-metres,1899.8
Inga ,Abitova,31:40.00,2009,10000-metres,1900.0
Irina ,Timofeeva,31:40.14,2000,10000-metres,1900.1
