"first_name","second_name","time","year","distance"
"Jennifer ","Meadows","1:58.90","2010","800-metres"
"Janeth Jepkosgei ","Busienei","1:58.95 A","2010","800-metres"
"Yuliya ","Krevsun","1:58.97","2010","800-metres"
"Maggie ","Vessey","1:59.00","2010","800-metres"
"Mayte ","Martínez","1:59.12","2010","800-metres"
"Elisa ","Cusma Piccione","1:59.13","2010","800-metres"
"Tintu ","Lukka","1:59.17","2010","800-metres"
"Tatyana ","Andrianova","1:59.28","2010","800-metres"
"Egle ","Balciünaité","1:59.29","2010","800-metres"
"Lucia ","Hrivnák Klocová","1:59.31","2010","800-metres"
"Zahra ","Bouras","1:59.54","2010","800-metres"
"Nataliia ","Lupu","1:59.59","2010","800-metres"
"Neisha ","Bernard-Thomas","1:59.60","2010","800-metres"
"Nikki ","Hamblin","1:59.66","2010","800-metres"
"Lenka ","Masná","1:59.71","2010","800-metres"
"Sviatlana ","Usovich","1:59.73","2010","800-metres"
"Ingvill ","Måkestad Bovim","1:59.82","2010","800-metres"
"Molly ","Beckwith-Ludlow","1:59.83","2010","800-metres"
"Iuliia ","Stepanova","1:59.85","2010","800-metres"
"Mariya ","Savinova","1:55.87","2011","800-metres"
"Caster ","Semenya","1:56.35","2011","800-metres"
"Mariya ","Savinova","1:56.95","2011","800-metres"
"Ekaterina ","Kostetskaya","1:57.19","2011","800-metres"
"Janeth Jepkosgei ","Busienei","1:57.42","2011","800-metres"
"Alysia ","Montaño","1:57.48","2011","800-metres"
"Mariya ","Savinova","1:58.03","2011","800-metres"
"Elena ","Kotulskaya","1:58.04","2011","800-metres"
"Caster ","Semenya","1:58.07","2011","800-metres"
"Sviatlana ","Usovich","1:58.12","2011","800-metres"
"Kenia ","Sinclair","1:58.21","2011","800-metres"
"Ekaterina ","Kostetskaya","1:58.25","2011","800-metres"
"Elena ","Kotulskaya","1:58.25","2011","800-metres"
"Janeth Jepkosgei ","Busienei","1:58.26","2011","800-metres"
"Halima ","Hachlaf","1:58.27","2011","800-metres"
"Mariya ","Savinova","1:58.27","2011","800-metres"
"Kenia ","Sinclair","1:58.29","2011","800-metres"
"Liliya ","Lobanova","1:58.30","2011","800-metres"
"Alysia ","Montaño","1:58.33","2011","800-metres"
"Morgan ","Uceny","1:58.37","2011","800-metres"
"Kenia ","Sinclair","1:58.41","2011","800-metres"
"Alysia ","Montaño","1:58.41","2011","800-metres"
"Mariya ","Savinova","1:58.44","2011","800-metres"
"Mariya ","Savinova","1:58.45","2011","800-metres"
"Yevgeniya ","Zinurova","1:58.49","2011","800-metres"
"Janeth Jepkosgei ","Busienei","1:58.50","2011","800-metres"
"Maggie ","Vessey","1:58.50","2011","800-metres"
"Jennifer ","Meadows","1:58.60","2011","800-metres"
"Caster ","Semenya","1:58.61","2011","800-metres"
"Alice ","Schmidt","1:58.61","2011","800-metres"
"Maggie ","Vessey","1:58.64","2011","800-metres"
"Kenia ","Sinclair","1:58.66","2011","800-metres"
"Alysia ","Montaño","1:58.67","2011","800-metres"
"Yusneysi ","Santiusti","1:58.70","2011","800-metres"
"Irina ","Maracheva","1:58.71","2011","800-metres"
"Caster ","Semenya","1:58.74","2011","800-metres"
"Mariya ","Savinova","1:58.75","2011","800-metres"
"Maggie ","Vessey","1:58.86","2011","800-metres"
"Caster ","Semenya","1:58.88","2011","800-metres"
"Yusneysi ","Santiusti","1:58.91","2011","800-metres"
"Jennifer ","Meadows","1:58.92","2011","800-metres"
"Kenia ","Sinclair","1:58.93","2011","800-metres"
"Maggie ","Vessey","1:58.98","2011","800-metres"
"Yusneysi ","Santiusti","1:59.00","2011","800-metres"
"Nataliia ","Lupu","1:59.12","2011","800-metres"
"Molly ","Beckwith-Ludlow","1:59.12","2011","800-metres"
"Ekaterina ","Sharmina","1:59.17","2011","800-metres"
"Fantu ","Magiso","1:59.17","2011","800-metres"
"Zahra ","Bouras","1:59.21","2011","800-metres"
"Phoebe ","Wright","1:59.25","2011","800-metres"
"Mariya ","Savinova","1:56.19","2012","800-metres"
"Francine ","Niyonsaba","1:56.59","2012","800-metres"
"Pamela ","Jelimo","1:56.76","2012","800-metres"
"Pamela ","Jelimo","1:56.94","2012","800-metres"
"Caster ","Semenya","1:57.23","2012","800-metres"
"Pamela ","Jelimo","1:57.24","2012","800-metres"
"Alysia ","Montaño","1:57.37","2012","800-metres"
"Mariya ","Savinova","1:57.42","2012","800-metres"
"Fantu ","Magiso","1:57.48","2012","800-metres"
"Ekaterina ","Poistogova","1:57.53","2012","800-metres"
"Fantu ","Magiso","1:57.56","2012","800-metres"
"Pamela ","Jelimo","1:57.59","2012","800-metres"
"Pamela ","Jelimo","1:57.59","2012","800-metres"
"Francine ","Niyonsaba","1:57.65","2012","800-metres"
"Caster ","Semenya","1:57.67","2012","800-metres"
"Elena ","Kotulskaya","1:57.77","2012","800-metres"
"Janeth Jepkosgei ","Busienei","1:57.79","2012","800-metres"
"Irina ","Maracheva","1:57.82","2012","800-metres"
"Fantu ","Magiso","1:57.90","2012","800-metres"
"Mariya ","Savinova","1:57.93","2012","800-metres"
"Ekaterina ","Poistogova","1:57.93","2012","800-metres"
"Alysia ","Montaño","1:57.93","2012","800-metres"
"Mariya ","Savinova","1:58.10","2012","800-metres"
"Ekaterina ","Poistogova","1:58.15","2012","800-metres"
"Janeth Jepkosgei ","Busienei","1:58.26","2012","800-metres"
"Pamela ","Jelimo","1:58.33","2012","800-metres"
"Elena ","Kotulskaya","1:58.36","2012","800-metres"
"Elena ","Kotulskaya","1:58.41","2012","800-metres"
"Alysia ","Montaño","1:58.42","2012","800-metres"
"Nataliia ","Lupu","1:58.46","2012","800-metres"
"Pamela ","Jelimo","1:58.48 A","2012","800-metres"
"Pamela ","Jelimo","1:58.49","2012","800-metres"
"Janeth Jepkosgei ","Busienei","1:58.50","2012","800-metres"
"Elena ","Kotulskaya","1:58.51","2012","800-metres"
"Yusneysi ","Santiusti","1:58.53","2012","800-metres"
"Ekaterina ","Poistogova","1:58.54","2012","800-metres"
"Tatyana ","Markelova","1:58.55","2012","800-metres"
"Mariya ","Savinova","1:58.56","2012","800-metres"
"Mariya ","Savinova","1:58.57","2012","800-metres"
"Francine ","Niyonsaba","1:58.67","2012","800-metres"
"Francine ","Niyonsaba","1:58.68","2012","800-metres"
"Pamela ","Jelimo","1:58.68","2012","800-metres"
"Irina ","Maracheva","1:58.71","2012","800-metres"
"Sviatlana ","Usovich","1:58.72","2012","800-metres"
"Francine ","Niyonsaba","1:58.78","2012","800-metres"
"Elena ","Kotulskaya","1:58.83","2012","800-metres"
"Halima ","Hachlaf","1:58.84","2012","800-metres"
"Alysia ","Montaño","1:58.97","2012","800-metres"
"Svetlana ","Cherkasova","1:59.03","2012","800-metres"
"Annet ","Negesa","1:59.08","2012","800-metres"
"Francine ","Niyonsaba","1:56.72","2013","800-metres"
"Francine ","Niyonsaba","1:57.26","2013","800-metres"
"Eunice Jepkoech ","Sum","1:57.38","2013","800-metres"
"Malika ","Akkaoui","1:57.64","2013","800-metres"
"Alysia ","Montaño","1:57.75","2013","800-metres"
"Mariya ","Savinova","1:57.80","2013","800-metres"
"Brenda ","Martinez","1:57.91","2013","800-metres"
"Alysia ","Montaño","1:57.95","2013","800-metres"
"Ekaterina ","Poistogova","1:58.05","2013","800-metres"
"Brenda ","Martinez","1:58.18","2013","800-metres"
"Brenda ","Martinez","1:58.19","2013","800-metres"
"Ajee ","Wilson","1:58.21","2013","800-metres"
"Alysia ","Montaño","1:58.67","2013","800-metres"
"Janeth Jepkosgei ","Busienei","1:58.71","2013","800-metres"
"Mariya ","Savinova","1:58.75","2013","800-metres"
"Brenda ","Martinez","1:58.78","2013","800-metres"
"Eunice Jepkoech ","Sum","1:58.82","2013","800-metres"
"Eunice Jepkoech ","Sum","1:58.84","2013","800-metres"
"Alysia ","Montaño","1:58.92","2013","800-metres"
"Caster ","Semenya","1:58.92","2013","800-metres"
"Mariya ","Savinova","1:58.93","2013","800-metres"
"Margarita ","Mukasheva","1:58.96","2013","800-metres"
"Alysia ","Montaño","1:58.96","2013","800-metres"
"Abeba ","Aregawi","1:59.20","2013","800-metres"
"Yekaterina ","Kupina","1:59.21","2013","800-metres"
"Winny ","Chebet","1:59.30","2013","800-metres"
"Halima ","Hachlaf","1:59.38","2013","800-metres"
"Nelly ","Jepkosgei","1:59.40","2013","800-metres"
"Marilyn ","Okoro","1:59.43","2013","800-metres"
"Nataliia ","Lupu","1:59.43","2013","800-metres"
"Kate ","Grace","1:59.47","2013","800-metres"
"Mary ","Cain","1:59.51","2013","800-metres"
"Elena ","Kotulskaya","1:59.56","2013","800-metres"
"Lenka ","Masná","1:59.56","2013","800-metres"
"Marina ","Arzamasova","1:59.60","2013","800-metres"
"Ayvika ","Malanova","1:59.61","2013","800-metres"
"Melissa ","Bishop","1:59.76","2013","800-metres"
"Elena Mirela ","Lavric","1:59.79","2013","800-metres"
"Egle ","Balciünaité","1:59.82","2013","800-metres"
"Jessica ","Judd","1:59.85","2013","800-metres"
"Rose Mary ","Almanza","1:59.87","2013","800-metres"
"Ekaterina ","Sharmina","1:59.91","2013","800-metres"
"Natoya ","Goule","1:59.93","2013","800-metres"
"Angela ","Petty","2:00.03","2013","800-metres"
"Heather ","Kampf","2:00.04","2013","800-metres"
"Siham ","Hilali","2:00.15","2013","800-metres"
"Elena ","Soboleva","2:00.17","2013","800-metres"
"Phoebe ","Wright","2:00.20","2013","800-metres"
"Laura ","Roesler","2:00.23","2013","800-metres"
"Fantu ","Magiso","2:00.25","2013","800-metres"
"Ajee ","Wilson","1:57.67","2014","800-metres"
"Sahily ","Diago","1:57.74","2014","800-metres"
"Eunice Jepkoech ","Sum","1:57.92","2014","800-metres"
"Sahily ","Diago","1:58.14","2014","800-metres"
"Marina ","Arzamasova","1:58.15","2014","800-metres"
"Eunice Jepkoech ","Sum","1:58.21","2014","800-metres"
"Eunice Jepkoech ","Sum","1:58.48","2014","800-metres"
"Ekaterina ","Poistogova","1:58.55","2014","800-metres"
"Winnie ","Nanyondo","1:58.63","2014","800-metres"
"Ajee ","Wilson","1:58.70","2014","800-metres"
"Svetlana ","Karamasheva","1:58.70","2014","800-metres"
"Janeth Jepkosgei ","Busienei","1:58.70","2014","800-metres"
"Ekaterina ","Poistogova","1:58.79","2014","800-metres"
"Lynsey ","Sharp","1:58.80","2014","800-metres"
"Brenda ","Martinez","1:58.84","2014","800-metres"
"Lynsey ","Sharp","1:58.94","2014","800-metres"
"Eunice Jepkoech ","Sum","1:58.94","2014","800-metres"
"Margarita ","Mukasheva","1:59.02","2014","800-metres"
"Laura ","Roesler","1:59.04","2014","800-metres"
"Tintu ","Lukka","1:59.19","2014","800-metres"
"Tigst ","Assefa","1:59.24","2014","800-metres"
"Molly ","Beckwith-Ludlow","1:59.30","2014","800-metres"
"Rose Mary ","Almanza","1:59.48","2014","800-metres"
"Jing ","Zhao","1:59.48","2014","800-metres"
"Agatha Jeruto ","Kimaswai","1:59.51","2014","800-metres"
"Svetlana ","Rogozina","1:59.54","2014","800-metres"
"Joanna ","Józwik","1:59.63","2014","800-metres"
"Melissa ","Bishop","1:59.70","2014","800-metres"
"Chanelle ","Price","1:59.75","2014","800-metres"
"Jessica ","Judd","1:59.77","2014","800-metres"
"Olga ","Lvova","1:59.86","2014","800-metres"
"Olha ","Lyakhova","1:59.92","2014","800-metres"
"Lenka ","Masná","1:59.93","2014","800-metres"
"Sifan ","Hassan","1:59.95","2014","800-metres"
"Maggie ","Vessey","1:59.96","2014","800-metres"
"Renelle ","Lamote","2:00.06","2014","800-metres"
"Alison ","Leonard","2:00.08","2014","800-metres"
"Yekaterina ","Kupina","2:00.12","2014","800-metres"
"Natoya ","Goule","2:00.28","2014","800-metres"
"Angelika ","Cichocka","2:00.30","2014","800-metres"
"Jennifer ","Meadows","2:00.32","2014","800-metres"
"Justine ","Fedronic","2:00.41","2014","800-metres"
"Margaret Nyairera ","Wambui","2:00.49","2014","800-metres"
"Hannah ","England","2:00.50","2014","800-metres"
"Noélie ","Yarigo","2:00.51","2014","800-metres"
"Sanne ","Verstegen","2:00.55","2014","800-metres"
"Malika ","Akkaoui","2:00.58","2014","800-metres"
"Federica ","Del Buono","2:00.58","2014","800-metres"
"Angela ","Petty","2:00.59","2014","800-metres"
"Heather ","Kampf","2:00.65","2014","800-metres"
"Eunice Jepkoech ","Sum","1:56.99","2015","800-metres"
"Melissa ","Bishop","1:57.52","2015","800-metres"
"Marina ","Arzamasova","1:57.54","2015","800-metres"
"Eunice Jepkoech ","Sum","1:57.56","2015","800-metres"
"Francine ","Niyonsaba","1:57.62","2015","800-metres"
"Rose Mary ","Almanza","1:57.70","2015","800-metres"
"Lynsey ","Sharp","1:57.71","2015","800-metres"
"Eunice Jepkoech ","Sum","1:57.82","2015","800-metres"
"Ajee ","Wilson","1:57.87","2015","800-metres"
"Selina ","Büchel","1:57.95","2015","800-metres"
"Faith Chepngetich ","Kipyegon","1:58.02","2015","800-metres"
"Marina ","Arzamasova","1:58.03","2015","800-metres"
"Melissa ","Bishop","1:58.12","2015","800-metres"
"Eunice Jepkoech ","Sum","1:58.18","2015","800-metres"
"Fabienne ","Kohlmann","1:58.34","2015","800-metres"
"Joanna ","Józwik","1:58.35","2015","800-metres"
"Fabienne ","Kohlmann","1:58.37","2015","800-metres"
"Eunice Jepkoech ","Sum","1:58.44","2015","800-metres"
"Sifan ","Hassan","1:58.50","2015","800-metres"
"Rababe ","Arafi","1:58.55","2015","800-metres"
"Nataliia ","Lupu","1:58.57","2015","800-metres"
"Selina ","Büchel","1:58.63","2015","800-metres"
"Olha ","Lyakhova","1:58.64","2015","800-metres"
"Molly ","Beckwith-Ludlow","1:58.68","2015","800-metres"
"Marina ","Arzamasova","1:58.69","2015","800-metres"
"Anastasiya ","Bazdyreva","1:58.75","2015","800-metres"
"Ajee ","Wilson","1:58.83","2015","800-metres"
"Shelayna ","Oskan-Clarke","1:58.86","2015","800-metres"
"Renelle ","Lamote","1:58.86","2015","800-metres"
"Marina ","Arzamasova","1:58.88","2015","800-metres"
"Rababe ","Arafi","1:58.90","2015","800-metres"
"Marina ","Arzamasova","1:58.93","2015","800-metres"
"Olha ","Lyakhova","1:58.94","2015","800-metres"
"Lynsey ","Sharp","1:58.98","2015","800-metres"
"Rose Mary ","Almanza","1:58.99","2015","800-metres"
"Shelayna ","Oskan-Clarke","1:58.99","2015","800-metres"
"Nataliia ","Lupu","1:58.99","2015","800-metres"
"Malika ","Akkaoui","1:59.03","2015","800-metres"
"Brenda ","Martinez","1:59.06","2015","800-metres"
"Angela ","Petty","1:59.06","2015","800-metres"
"Chanelle ","Price","1:59.10","2015","800-metres"
"Lucia ","Hrivnák Klocová","1:59.14","2015","800-metres"
"Alysia ","Montaño","1:59.15","2015","800-metres"
"Simoya ","Campbell","1:59.26","2015","800-metres"
"Janeth Jepkosgei ","Busienei","1:59.37","2015","800-metres"
"Christina ","Hering","1:59.54","2015","800-metres"
"Angelika ","Cichocka","1:59.55","2015","800-metres"
"Caster ","Semenya","1:59.59","2015","800-metres"
"Fiona ","Benson","1:59.59","2015","800-metres"
"Natoya ","Goule","1:59.63","2015","800-metres"
"Caster ","Semenya","1:55.28","2016","800-metres"
"Caster ","Semenya","1:55.33","2016","800-metres"
"Caster ","Semenya","1:55.68","2016","800-metres"
"Francine ","Niyonsaba","1:56.24","2016","800-metres"
"Caster ","Semenya","1:56.44","2016","800-metres"
"Francine ","Niyonsaba","1:56.49","2016","800-metres"
"Caster ","Semenya","1:56.64","2016","800-metres"
"Caster ","Semenya","1:56.64","2016","800-metres"
"Francine ","Niyonsaba","1:56.76","2016","800-metres"
"Margaret Nyairera ","Wambui","1:56.89","2016","800-metres"
"Francine ","Niyonsaba","1:56.92","2016","800-metres"
"Melissa ","Bishop","1:57.02","2016","800-metres"
"Margaret Nyairera ","Wambui","1:57.04","2016","800-metres"
"Joanna ","Józwik","1:57.37","2016","800-metres"
"Melissa ","Bishop","1:57.43","2016","800-metres"
"Eunice Jepkoech ","Sum","1:57.47","2016","800-metres"
"Margaret Nyairera ","Wambui","1:57.52","2016","800-metres"
"Francine ","Niyonsaba","1:57.58","2016","800-metres"
"Molly ","Beckwith-Ludlow","1:57.68","2016","800-metres"
"Lynsey ","Sharp","1:57.69","2016","800-metres"
"Francine ","Niyonsaba","1:57.71","2016","800-metres"
"Francine ","Niyonsaba","1:57.74","2016","800-metres"
"Lynsey ","Sharp","1:57.75","2016","800-metres"
"Eunice Jepkoech ","Sum","1:57.95","2016","800-metres"
"Renelle ","Lamote","1:58.01","2016","800-metres"
"Caster ","Semenya","1:58.15","2016","800-metres"
"Francine ","Niyonsaba","1:58.20","2016","800-metres"
"Caster ","Semenya","1:58.20","2016","800-metres"
"Joanna ","Józwik","1:58.20","2016","800-metres"
"Joanna ","Józwik","1:58.21","2016","800-metres"
"Caster ","Semenya","1:58.26","2016","800-metres"
"Margaret Nyairera ","Wambui","1:58.27 A","2016","800-metres"
"Kate ","Grace","1:58.28","2016","800-metres"
"Lynsey ","Sharp","1:58.31","2016","800-metres"
"Marina ","Arzamasova","1:58.36","2016","800-metres"
"Melissa ","Bishop","1:58.38","2016","800-metres"
"Eunice Jepkoech ","Sum","1:58.41","2016","800-metres"
"Marina ","Arzamasova","1:58.44","2016","800-metres"
"Caster ","Semenya","1:58.45","2016","800-metres"
"Melissa ","Bishop","1:58.48","2016","800-metres"
"Rose Mary ","Almanza","1:58.49","2016","800-metres"
"Lynsey ","Sharp","1:58.52","2016","800-metres"
"Nataliia ","Pryshchepa","1:58.60","2016","800-metres"
"Lynsey ","Sharp","1:58.65","2016","800-metres"
"Melissa ","Bishop","1:58.71","2016","800-metres"
"Selina ","Büchel","1:58.77","2016","800-metres"
"Melissa ","Bishop","1:58.79","2016","800-metres"
"Kate ","Grace","1:58.79","2016","800-metres"
"Sahily ","Diago","1:58.84 A","2016","800-metres"
"Renelle ","Lamote","1:58.84","2016","800-metres"
"Suzy ","Favor Hamilton","3:57.40","2000","1500-metres"
"Violeta ","Szekely","3:58.29","2000","1500-metres"
"Kutre ","Dulecha","3:59.02","2000","1500-metres"
"Nouria ","Mérah-Benida","3:59.12","2000","1500-metres"
"Lidia ","Chojecka","3:59.22","2000","1500-metres"
"Violeta ","Szekely","3:59.34","2000","1500-metres"
"Carla ","Sacramento","4:00.35","2000","1500-metres"
"Lidia ","Chojecka","4:00.37","2000","1500-metres"
"Kutre ","Dulecha","4:00.60","2000","1500-metres"
"Gabriela ","Szabo","4:00.73","2000","1500-metres"
"Suzy ","Favor Hamilton","4:00.79","2000","1500-metres"
"Kutre ","Dulecha","4:00.92","2000","1500-metres"
"Violeta ","Szekely","4:00.99","2000","1500-metres"
"Regina ","Jacobs","4:01.01","2000","1500-metres"
"Svetlana ","Masterkova","4:01.15","2000","1500-metres"
"Carla ","Sacramento","4:01.18","2000","1500-metres"
"Violeta ","Szekely","4:01.18","2000","1500-metres"
"Hayley ","Tullett","4:01.23","2000","1500-metres"
"Nouria ","Mérah-Benida","4:01.23","2000","1500-metres"
"Natalya ","Gorelova","4:01.50","2000","1500-metres"
"Naomi Wanjiku ","Mugo","4:01.64","2000","1500-metres"
"Sonia ","O'Sullivan","4:01.70","2000","1500-metres"
"Lyudmila ","Rogachova","4:01.73","2000","1500-metres"
"Carla ","Sacramento","4:01.79","2000","1500-metres"
"Nouria ","Mérah-Benida","4:01.80","2000","1500-metres"
"Suzy ","Favor Hamilton","4:01.81","2000","1500-metres"
"Olga ","Nelyubova","4:02.21","2000","1500-metres"
"Olga ","Komyagina","4:02.32","2000","1500-metres"
"Maria de Lurdes ","Mutola","4:02.39","2000","1500-metres"
"Olga ","Komyagina","4:02.60","2000","1500-metres"
"Lidia ","Chojecka","4:02.69","2000","1500-metres"
"Svetlana ","Masterkova","4:02.78","2000","1500-metres"
"Violeta ","Szekely","4:02.80","2000","1500-metres"
"Natalya ","Gorelova","4:02.82","2000","1500-metres"
"Natalya ","Gorelova","4:02.88","2000","1500-metres"
"Kutre ","Dulecha","4:02.92","2000","1500-metres"
"Nouria ","Mérah-Benida","4:02.96","2000","1500-metres"
"Lidia ","Chojecka","4:03.02","2000","1500-metres"
"Süreyya ","Ayhan","4:03.02","2000","1500-metres"
"Lyubov ","Kremlyova","4:03.10","2000","1500-metres"
"Olga ","Kuznetsova","4:03.18","2000","1500-metres"
"Natalya ","Gorelova","4:03.31","2000","1500-metres"
"Yelena ","Zadorozhnaya","4:03.32","2000","1500-metres"
"Kutre ","Dulecha","4:03.34","2000","1500-metres"
"Olga ","Kuznetsova","4:03.47","2000","1500-metres"
"Olga ","Kuznetsova","4:03.50","2000","1500-metres"
"Natalya ","Gorelova","4:03.54","2000","1500-metres"
"Kutre ","Dulecha","4:03.73","2000","1500-metres"
"Daniela ","Yordanova","4:03.83","2000","1500-metres"
"Carla ","Sacramento","4:03.88","2000","1500-metres"
"Süreyya ","Ayhan","3:57.75","2002","1500-metres"
"Süreyya ","Ayhan","3:58.43","2002","1500-metres"
"Gabriela ","Szabo","3:58.78","2002","1500-metres"
"Süreyya ","Ayhan","3:58.79","2002","1500-metres"
"Gabriela ","Szabo","3:58.81","2002","1500-metres"
"Suzy ","Favor Hamilton","3:59.10","2002","1500-metres"
"Suzy ","Favor Hamilton","3:59.40","2002","1500-metres"
"Suzy ","Favor Hamilton","3:59.43","2002","1500-metres"
"Alesia ","Turava","3:59.89","2002","1500-metres"
"Yelena ","Zadorozhnaya","3:59.94","2002","1500-metres"
"Yelena ","Zadorozhnaya","4:00.63","2002","1500-metres"
