"first_name","second_name","time","year","distance"
"Maryam Yusuf ","Jamal","3:59.35","2005","1500-metres"
"Olga ","Yegorova","3:59.47","2005","1500-metres"
"Natalia ","Rodríguez","3:59.51","2005","1500-metres"
"Gelete ","Burka","3:59.60","2005","1500-metres"
"Yuliya ","Fomenko","3:59.66","2005","1500-metres"
"Yuliya ","Fomenko","4:00.09","2005","1500-metres"
"Tatyana ","Tomashova","4:00.28","2005","1500-metres"
"Tatyana ","Tomashova","4:00.35","2005","1500-metres"
"Hind ","Déhiba Chahyd","4:00.49","2005","1500-metres"
"Anna ","Jakubczak Pawelec","4:00.59","2005","1500-metres"
"Natalya ","Evdokimova","4:00.60","2005","1500-metres"
"Olga ","Yegorova","4:00.63","2005","1500-metres"
"Elena ","Soboleva","4:01.14","2005","1500-metres"
"Bouchra ","Ghézielle","4:01.28","2005","1500-metres"
"Olga ","Yegorova","4:01.46","2005","1500-metres"
"Maryam Yusuf ","Jamal","4:01.73","2005","1500-metres"
"Olga ","Yegorova","4:01.85","2005","1500-metres"
"Bouchra ","Ghézielle","4:01.90","2005","1500-metres"
"Hind ","Déhiba Chahyd","4:02.08","2005","1500-metres"
"Bouchra ","Ghézielle","4:02.17","2005","1500-metres"
"Alesia ","Turava","4:02.21","2005","1500-metres"
"Carmen ","Douma-Hussar","4:02.29","2005","1500-metres"
"Nancy Jebet ","Langat","4:02.31","2005","1500-metres"
"Bouchra ","Ghézielle","4:02.45","2005","1500-metres"
"Elena ","Soboleva","4:02.48","2005","1500-metres"
"Maryam Yusuf ","Jamal","4:02.49","2005","1500-metres"
"Olesya ","Mikheeva","4:02.55","2005","1500-metres"
"Elena ","Kanales","4:02.66","2005","1500-metres"
"Natalya ","Evdokimova","4:02.75","2005","1500-metres"
"Yuliya ","Fomenko","4:02.83","2005","1500-metres"
"Olesya ","Mikheeva","4:02.90","2005","1500-metres"
"Hind ","Déhiba Chahyd","4:03.05","2005","1500-metres"
"Natalia ","Rodríguez","4:03.06","2005","1500-metres"
"Carmen ","Douma-Hussar","4:03.10","2005","1500-metres"
"Irina ","Krakoviak","4:03.19","2005","1500-metres"
"Yuliya ","Fomenko","4:03.35","2005","1500-metres"
"Anna ","Jakubczak Pawelec","4:03.38","2005","1500-metres"
"Elena ","Kanales","4:03.53","2005","1500-metres"
"Natalya ","Evdokimova","4:03.59","2005","1500-metres"
"Yelena ","Zadorozhnaya","4:03.65","2005","1500-metres"
"Wioletta ","Frankiewicz","4:03.68","2005","1500-metres"
"Elena ","Soboleva","4:03.71","2005","1500-metres"
"Natalia ","Rodríguez","4:03.72","2005","1500-metres"
"Nelya ","Neporadna","4:03.73","2005","1500-metres"
"Nancy Jebet ","Langat","4:03.89","2005","1500-metres"
"Yuliya ","Fomenko","3:55.68","2006","1500-metres"
"Maryam Yusuf ","Jamal","3:56.18","2006","1500-metres"
"Elena ","Soboleva","3:56.43","2006","1500-metres"
"Elena ","Soboleva","3:56.74","2006","1500-metres"
"Tatyana ","Tomashova","3:56.91","2006","1500-metres"
"Yuliya ","Fomenko","3:57.29","2006","1500-metres"
"Tatyana ","Tomashova","3:57.50","2006","1500-metres"
"Yuliya ","Fomenko","3:57.61","2006","1500-metres"
"Yuliya ","Fomenko","3:58.02","2006","1500-metres"
"Elena ","Soboleva","3:58.60","2006","1500-metres"
"Maryam Yusuf ","Jamal","3:58.96","2006","1500-metres"
"Daniela ","Yordanova","3:59.37","2006","1500-metres"
"Iryna ","Lishchynska","4:00.04","2006","1500-metres"
"Yuliya ","Fomenko","4:00.32","2006","1500-metres"
"Elena ","Soboleva","4:00.36","2006","1500-metres"
"Elena ","Soboleva","4:00.47","2006","1500-metres"
"Latifa ","Essarokh","4:00.50","2006","1500-metres"
"Latifa ","Essarokh","4:00.67","2006","1500-metres"
"Natalya ","Panteleeva","4:00.81","2006","1500-metres"
"Maryam Yusuf ","Jamal","4:00.84","2006","1500-metres"
"Sarah ","Jamieson","4:00.93","2006","1500-metres"
"Tatyana ","Tomashova","4:00.98","2006","1500-metres"
"Tatyana ","Tomashova","4:01.21","2006","1500-metres"
"Olga ","Yegorova","4:01.31","2006","1500-metres"
"Lidia ","Chojecka","4:01.43","2006","1500-metres"
"Olga ","Yegorova","4:01.44","2006","1500-metres"
"Maryam Yusuf ","Jamal","4:01.58","2006","1500-metres"
"Sarah ","Jamieson","4:01.63","2006","1500-metres"
"Tatyana ","Tomashova","4:01.81","2006","1500-metres"
"Tatyana ","Tomashova","4:01.94","2006","1500-metres"
"Elena ","Soboleva","4:01.95","2006","1500-metres"
"Lidia ","Chojecka","4:01.98","2006","1500-metres"
"Iryna ","Lishchynska","4:02.16","2006","1500-metres"
"Lidia ","Chojecka","4:02.20","2006","1500-metres"
"Elena ","Kanales","4:02.23","2006","1500-metres"
"Corina ","Dumbravean","4:02.24","2006","1500-metres"
"Maryam Yusuf ","Jamal","4:02.45","2006","1500-metres"
"Tatyana ","Tomashova","4:02.45","2006","1500-metres"
"Olga ","Yegorova","4:02.46","2006","1500-metres"
"Nataliya ","Tobias","4:02.52","2006","1500-metres"
"Maryam Yusuf ","Jamal","4:02.55","2006","1500-metres"
"Sarah ","Jamieson","4:02.63","2006","1500-metres"
"Gelete ","Burka","4:02.68","2006","1500-metres"
"Nataliya ","Tobias","4:02.71","2006","1500-metres"
"Hind ","Déhiba Chahyd","4:02.74","2006","1500-metres"
"Olga ","Yegorova","4:02.80","2006","1500-metres"
"Sarah ","Jamieson","4:02.82","2006","1500-metres"
"Daniela ","Yordanova","4:02.97","2006","1500-metres"
"Maryam Yusuf ","Jamal","4:03.01","2006","1500-metres"
"Iryna ","Lishchynska","4:03.06","2006","1500-metres"
"Maryam Yusuf ","Jamal","3:58.75","2007","1500-metres"
"Maryam Yusuf ","Jamal","3:59.0","2007","1500-metres"
"Maryam Yusuf ","Jamal","4:00.43","2007","1500-metres"
"Gelete ","Burka","4:00.48","2007","1500-metres"
"Gelete ","Burka","4:00.68","2007","1500-metres"
"Iryna ","Lishchynska","4:00.69","2007","1500-metres"
"Maryam Yusuf ","Jamal","4:00.7","2007","1500-metres"
"Daniela ","Yordanova","4:00.82","2007","1500-metres"
"Maryam Yusuf ","Jamal","4:01.23","2007","1500-metres"
"Maryam Yusuf ","Jamal","4:01.44","2007","1500-metres"
"Mariem ","Alaoui Selsouli","4:01.52","2007","1500-metres"
"Iryna ","Lishchynska","4:01.82","2007","1500-metres"
"Viola Jelagat ","Kibiwot","4:02.10","2007","1500-metres"
"Iryna ","Lishchynska","4:02.17","2007","1500-metres"
"Mariem ","Alaoui Selsouli","4:02.3","2007","1500-metres"
"Anna ","Alminova","4:03.10","2007","1500-metres"
"Natalya ","Panteleeva","4:03.2","2007","1500-metres"
"Gulnara ","Galkina","4:03.31","2007","1500-metres"
"Olesya ","Mikheeva","4:03.36","2007","1500-metres"
"Btissam ","Lakhouad","4:03.4","2007","1500-metres"
"Maryam Yusuf ","Jamal","4:03.61","2007","1500-metres"
"Bouchra ","Chaabi","4:03.62","2007","1500-metres"
"Viola Jelagat ","Kibiwot","4:03.63","2007","1500-metres"
"Bouchra ","Chaabi","4:03.7","2007","1500-metres"
"Sarah ","Jamieson","4:03.71","2007","1500-metres"
"Viola Jelagat ","Kibiwot","4:03.84","2007","1500-metres"
"Btissam ","Lakhouad","4:03.84","2007","1500-metres"
"Iryna ","Lishchynska","4:03.84","2007","1500-metres"
"Viola Jelagat ","Kibiwot","4:03.97","2007","1500-metres"
"Siham ","Hilali","4:04.03","2007","1500-metres"
"Daniela ","Yordanova","4:04.19","2007","1500-metres"
"Iryna ","Lishchynska","4:04.27","2007","1500-metres"
"Olga ","Komyagina","4:04.5","2007","1500-metres"
"Sarah ","Jamieson","4:04.60","2007","1500-metres"
"Viola Jelagat ","Kibiwot","4:04.68","2007","1500-metres"
"Sarah ","Jamieson","4:04.77","2007","1500-metres"
"Lidia ","Chojecka","4:05.10","2007","1500-metres"
"Lisa ","Corrigan","4:05.25","2007","1500-metres"
"Nataliya ","Tobias","4:05.41","2007","1500-metres"
"Agnes ","Samaria","4:05.44","2007","1500-metres"
"Tetyana ","Holovchenko","4:05.48","2007","1500-metres"
"Erin ","Donohue","4:05.55","2007","1500-metres"
"Kenia ","Sinclair","4:05.56","2007","1500-metres"
"Lauren ","Fleshman","4:05.62","2007","1500-metres"
"Malindi ","Elmore","4:05.65","2007","1500-metres"
"Treniere ","Moser","4:05.68","2007","1500-metres"
"Hilary ","Stellingwerff","4:05.69","2007","1500-metres"
"Shalane ","Flanagan","4:05.86","2007","1500-metres"
"Carmen ","Douma-Hussar","4:05.91","2007","1500-metres"
"Shayne ","Culpepper","4:05.98","2007","1500-metres"
"Maryam Yusuf ","Jamal","3:59.84","2008","1500-metres"
"Maryam Yusuf ","Jamal","3:59.99","2008","1500-metres"
"Nancy Jebet ","Langat","4:00.23","2008","1500-metres"
"Shannon ","Rowbury","4:00.33","2008","1500-metres"
"Liliana ","Barbulescu","4:00.35","2008","1500-metres"
"Gelete ","Burka","4:00.44","2008","1500-metres"
"Maryam Yusuf ","Jamal","4:00.67","2008","1500-metres"
"Maryam Yusuf ","Jamal","4:01.46","2008","1500-metres"
"Gelete ","Burka","4:01.47","2008","1500-metres"
"Shannon ","Rowbury","4:01.61","2008","1500-metres"
"Iryna ","Lishchynska","4:01.61","2008","1500-metres"
"Iryna ","Lishchynska","4:01.63","2008","1500-metres"
"Nataliya ","Tobias","4:01.78","2008","1500-metres"
"Shannon ","Rowbury","4:01.97","2008","1500-metres"
"Anna ","Alminova","4:02.02","2008","1500-metres"
"Lisa ","Dobriskey","4:02.10","2008","1500-metres"
"Gelete ","Burka","4:02.30","2008","1500-metres"
"Sarah ","Jamieson","4:02.44","2008","1500-metres"
"Natalya ","Panteleeva","4:02.56","2008","1500-metres"
"Maryam Yusuf ","Jamal","4:02.71","2008","1500-metres"
"Shannon ","Rowbury","4:02.71","2008","1500-metres"
"Dolores ","Checa","4:02.77","2008","1500-metres"
"Sarah ","Jamieson","4:02.94","2008","1500-metres"
"Nancy Jebet ","Langat","4:03.02","2008","1500-metres"
"Sarah ","Jamieson","4:03.03","2008","1500-metres"
"Nataliya ","Tobias","4:03.19","2008","1500-metres"
"Natalia ","Rodríguez","4:03.19","2008","1500-metres"
"Lisa ","Dobriskey","4:03.22","2008","1500-metres"
"Gulnara ","Galkina","4:03.31","2008","1500-metres"
"Lisa ","Dobriskey","4:03.42","2008","1500-metres"
"Anna ","Alminova","4:03.44","2008","1500-metres"
"Shannon ","Rowbury","4:03.58","2008","1500-metres"
"Nuria ","Fernández","4:03.63","2008","1500-metres"
"Natalia ","Rodríguez","4:03.68","2008","1500-metres"
"Natalia ","Rodríguez","4:03.71","2008","1500-metres"
"Nancy Jebet ","Langat","4:03.80","2008","1500-metres"
"Shannon ","Rowbury","4:03.89","2008","1500-metres"
"Cristina ","Vasiloiu","4:04.12","2008","1500-metres"
"Viola Jelagat ","Kibiwot","4:04.17","2008","1500-metres"
"Cristina ","Vasiloiu","4:04.18","2008","1500-metres"
"Natalya ","Evdokimova","4:04.19","2008","1500-metres"
"Elena ","Antoci","4:04.31","2008","1500-metres"
"Iris ","Fuentes-Pila","4:04.44","2008","1500-metres"
"Sylwia ","Ejdys","4:04.46","2008","1500-metres"
"Irene ","Jelagat","4:04.59","2008","1500-metres"
"Anna ","Alminova","4:04.66","2008","1500-metres"
"Iris ","Fuentes-Pila","4:04.86","2008","1500-metres"
"Christin ","Wurth-Thomas","4:04.88","2008","1500-metres"
"Yelena ","Zadorozhnaya","4:04.88","2008","1500-metres"
"Elena ","Antoci","4:04.91","2008","1500-metres"
"Maryam Yusuf ","Jamal","3:56.55","2009","1500-metres"
"Anna ","Alminova","3:58.38","2009","1500-metres"
"Maryam Yusuf ","Jamal","3:58.72","2009","1500-metres"
"Gelete ","Burka","3:58.79","2009","1500-metres"
"Maryam Yusuf ","Jamal","3:58.83","2009","1500-metres"
"Maryam Yusuf ","Jamal","3:59.15","2009","1500-metres"
"Anna ","Pierce","3:59.38","2009","1500-metres"
"Lisa ","Dobriskey","3:59.50","2009","1500-metres"
"Gelete ","Burka","3:59.56","2009","1500-metres"
"Natalya ","Evdokimova","3:59.66","2009","1500-metres"
"Gelete ","Burka","3:59.89","2009","1500-metres"
"Jennifer ","Simpson","3:59.90","2009","1500-metres"
"Christin ","Wurth-Thomas","3:59.98","2009","1500-metres"
"Gelete ","Burka","4:00.67","2009","1500-metres"
"Shannon ","Rowbury","4:00.81","2009","1500-metres"
"Oksana ","Zbrozhek","4:00.86","2009","1500-metres"
"Mariem ","Alaoui Selsouli","4:00.95","2009","1500-metres"
"Christin ","Wurth-Thomas","4:01.01","2009","1500-metres"
"Anna ","Alminova","4:01.15","2009","1500-metres"
"Lisa ","Dobriskey","4:01.23","2009","1500-metres"
"Maryam Yusuf ","Jamal","4:01.29","2009","1500-metres"
"Anna ","Alminova","4:01.44","2009","1500-metres"
"Anna ","Pierce","4:01.44","2009","1500-metres"
"Oksana ","Zbrozhek","4:01.48","2009","1500-metres"
"Anna ","Alminova","4:01.54","2009","1500-metres"
"Nancy Jebet ","Langat","4:01.64","2009","1500-metres"
"Anna ","Pierce","4:01.68","2009","1500-metres"
"Christin ","Wurth-Thomas","4:01.72","2009","1500-metres"
"Maryam Yusuf ","Jamal","4:01.99","2009","1500-metres"
"Sonja ","Roman","4:02.13","2009","1500-metres"
"Gelete ","Burka","4:02.15","2009","1500-metres"
"Lisa ","Dobriskey","4:02.28","2009","1500-metres"
"Sylwia ","Ejdys","4:02.30","2009","1500-metres"
"Gulnara ","Galkina","4:02.34","2009","1500-metres"
"Oksana ","Zbrozhek","4:02.40","2009","1500-metres"
"Nuria ","Fernández","4:02.43","2009","1500-metres"
"Yevgeniya ","Zolotova","4:02.49","2009","1500-metres"
"Viola Jelagat ","Kibiwot","4:02.70","2009","1500-metres"
"Nancy Jebet ","Langat","4:02.96","2009","1500-metres"
"Kalkidan ","Gezahegne","4:02.98","2009","1500-metres"
"Christin ","Wurth-Thomas","4:03.01","2009","1500-metres"
"Viola Jelagat ","Kibiwot","4:03.22","2009","1500-metres"
"Btissam ","Lakhouad","4:03.23","2009","1500-metres"
"Hind ","Déhiba Chahyd","4:03.43","2009","1500-metres"
"Shannon ","Rowbury","4:03.46","2009","1500-metres"
"Kalkidan ","Gezahegne","4:03.47","2009","1500-metres"
"Stephanie ","Twell","4:03.48","2009","1500-metres"
"Gulnara ","Galkina","4:03.62","2009","1500-metres"
"Stephanie ","Twell","4:03.62","2009","1500-metres"
"Irene ","Jelagat","4:03.62","2009","1500-metres"
"Maryam Yusuf ","Jamal","3:58.93","2010","1500-metres"
"Gelete ","Burka","3:59.28","2010","1500-metres"
"Btissam ","Lakhouad","3:59.35","2010","1500-metres"
"Christin ","Wurth-Thomas","3:59.59","2010","1500-metres"
"Hind ","Déhiba Chahyd","3:59.76","2010","1500-metres"
"Lisa ","Dobriskey","3:59.79","2010","1500-metres"
"Nancy Jebet ","Langat","4:00.13","2010","1500-metres"
"Nuria ","Fernández","4:00.20","2010","1500-metres"
"Mimi ","Belete","4:00.25","2010","1500-metres"
"Nancy Jebet ","Langat","4:00.70","2010","1500-metres"
"Nancy Jebet ","Langat","4:01.01","2010","1500-metres"
"Hind ","Déhiba Chahyd","4:01.07","2010","1500-metres"
"Fanjanteino ","Félix","4:01.17","2010","1500-metres"
"Hind ","Déhiba Chahyd","4:01.17","2010","1500-metres"
"Shannon ","Rowbury","4:01.30","2010","1500-metres"
"Natalia ","Rodríguez","4:01.30","2010","1500-metres"
"Lisa ","Dobriskey","4:01.54","2010","1500-metres"
"Mimi ","Belete","4:01.59","2010","1500-metres"
"Nancy Jebet ","Langat","4:01.60","2010","1500-metres"
"Nancy Jebet ","Langat","4:01.63","2010","1500-metres"
"Shannon ","Rowbury","4:01.63","2010","1500-metres"
"Mimi ","Belete","4:01.64","2010","1500-metres"
"Lisa ","Dobriskey","4:01.83","2010","1500-metres"
"Abeba ","Aregawi","4:01.96","2010","1500-metres"
"Abeba ","Aregawi","4:01.98","2010","1500-metres"
"Meseret ","Defar","4:02.00","2010","1500-metres"
"Nancy Jebet ","Langat","4:02.09","2010","1500-metres"
"Gelete ","Burka","4:02.16","2010","1500-metres"
"Ingvill ","Måkestad Bovim","4:02.20","2010","1500-metres"
"Gelete ","Burka","4:02.26","2010","1500-metres"
"Morgan ","Uceny","4:02.40","2010","1500-metres"
"Stephanie ","Twell","4:02.54","2010","1500-metres"
"Mimi ","Belete","4:02.64","2010","1500-metres"
"Stephanie ","Twell","4:02.70","2010","1500-metres"
"Morgan ","Uceny","4:02.72","2010","1500-metres"
"Gelete ","Burka","4:02.84","2010","1500-metres"
"Lisa ","Dobriskey","4:02.92","2010","1500-metres"
"Shannon ","Rowbury","4:02.95","2010","1500-metres"
"Anna ","Mishchenko","4:03.14","2010","1500-metres"
"Maryam Yusuf ","Jamal","4:03.29","2010","1500-metres"
"Gelete ","Burka","4:03.35","2010","1500-metres"
"Viola Jelagat ","Kibiwot","4:03.39","2010","1500-metres"
"Christin ","Wurth-Thomas","4:03.44","2010","1500-metres"
"Erin ","Donohue","4:03.49","2010","1500-metres"
"Jennifer ","Simpson","4:03.63","2010","1500-metres"
"Lisa ","Dobriskey","4:03.69","2010","1500-metres"
"Stephanie ","Twell","4:03.71","2010","1500-metres"
"Irene ","Jelagat","4:03.76","2010","1500-metres"
"Mounia ","Tabessart","4:03.83","2010","1500-metres"
"Siham ","Hilali","4:03.89","2010","1500-metres"
"Morgan ","Uceny","4:00.06","2011","1500-metres"
"Maryam Yusuf ","Jamal","4:00.33","2011","1500-metres"
"Maryam Yusuf ","Jamal","4:00.59","2011","1500-metres"
"Mariem ","Alaoui Selsouli","4:00.77","2011","1500-metres"
"Kalkidan ","Gezahegne","4:00.97","2011","1500-metres"
"Mariem ","Alaoui Selsouli","4:01.04","2011","1500-metres"
"Btissam ","Lakhouad","4:01.09","2011","1500-metres"
"Siham ","Hilali","4:01.33","2011","1500-metres"
"Maryam Yusuf ","Jamal","4:01.40","2011","1500-metres"
"Natalia ","Rodríguez","4:01.50","2011","1500-metres"
"Morgan ","Uceny","4:01.51","2011","1500-metres"
"Maryam Yusuf ","Jamal","4:01.60","2011","1500-metres"
"Ekaterina ","Sharmina","4:01.68","2011","1500-metres"
"Anna ","Mishchenko","4:01.73","2011","1500-metres"
"Ekaterina ","Kostetskaya","4:01.77","2011","1500-metres"
"Hannah ","England","4:01.89","2011","1500-metres"
"Hannah ","England","4:02.03","2011","1500-metres"
"Ekaterina ","Sharmina","4:02.10","2011","1500-metres"
"Meskerem ","Assefa","4:02.12","2011","1500-metres"
"Mercy ","Cherono","4:02.31","2011","1500-metres"
"Janeth Jepkosgei ","Busienei","4:02.32","2011","1500-metres"
"Hellen Onsando ","Obiri","4:02.42","2011","1500-metres"
"Natalia ","Rodríguez","4:02.57","2011","1500-metres"
"Irene ","Jelagat","4:02.59","2011","1500-metres"
"Siham ","Hilali","4:02.75","2011","1500-metres"
"Anna ","Mishchenko","4:02.79","2011","1500-metres"
"Anna ","Mishchenko","4:03.00","2011","1500-metres"
"Hind ","Déhiba Chahyd","4:03.02","2011","1500-metres"
"Mimi ","Belete","4:03.13","2011","1500-metres"
"Mimi ","Belete","4:03.16","2011","1500-metres"
"Gelete ","Burka","4:03.28","2011","1500-metres"
"Natalya ","Evdokimova","4:03.33","2011","1500-metres"
"Kalkidan ","Gezahegne","4:03.38","2011","1500-metres"
"Tugba ","Karakaya Koyuncu","4:03.41","2011","1500-metres"
"Ekaterina ","Sharmina","4:03.48","2011","1500-metres"
"Renata ","Plis","4:03.50","2011","1500-metres"
"Anna ","Mishchenko","4:03.52","2011","1500-metres"
"Anna ","Mishchenko","4:03.53","2011","1500-metres"
"Jennifer ","Simpson","4:03.54","2011","1500-metres"
"Anastasiya ","Vosmerikova","4:03.59","2011","1500-metres"
"Meskerem ","Assefa","4:03.63","2011","1500-metres"
"Nancy Jebet ","Langat","4:03.66","2011","1500-metres"
"Jennifer ","Simpson","4:03.68","2011","1500-metres"
"Tatyana ","Tomashova","4:03.69","2011","1500-metres"
"Anna ","Mishchenko","4:03.71","2011","1500-metres"
"Christin ","Wurth-Thomas","4:03.72","2011","1500-metres"
"Ingvill ","Måkestad Bovim","4:03.79","2011","1500-metres"
"Tatyana ","Tomashova","4:03.84","2011","1500-metres"
"Morgan ","Uceny","4:03.91","2011","1500-metres"
"Anna ","Konovalova","4:03.92","2011","1500-metres"
"Abeba ","Aregawi","3:56.54","2012","1500-metres"
"Genzebe ","Dibaba","3:57.77","2012","1500-metres"
"Abeba ","Aregawi","3:58.59","2012","1500-metres"
"Abeba ","Aregawi","3:59.23","2012","1500-metres"
"Viola Jelagat ","Kibiwot","3:59.25","2012","1500-metres"
"Ekaterina ","Sharmina","3:59.49","2012","1500-metres"
"Svetlana ","Karamasheva","3:59.61","2012","1500-metres"
"Btissam ","Lakhouad","3:59.65","2012","1500-metres"
"Hellen Onsando ","Obiri","3:59.68","2012","1500-metres"
"Tatyana ","Tomashova","3:59.71","2012","1500-metres"
"Elena ","Soboleva","4:00.09","2012","1500-metres"
"Ekaterina ","Poistogova","4:00.11","2012","1500-metres"
"Elena ","Soboleva","4:00.33","2012","1500-metres"
"Kristina ","Ugarova","4:00.53","2012","1500-metres"
"Genzebe ","Dibaba","4:00.85","2012","1500-metres"
"Abeba ","Aregawi","4:01.03","2012","1500-metres"
"Elena ","Soboleva","4:01.14","2012","1500-metres"
"Gamze ","Bulut","4:01.18","2012","1500-metres"
"Maryam Yusuf ","Jamal","4:01.19","2012","1500-metres"
"Hellen Onsando ","Obiri","4:01.43","2012","1500-metres"
"Morgan ","Uceny","4:01.59","2012","1500-metres"
"Ekaterina ","Sharmina","4:01.62","2012","1500-metres"
"Btissam ","Lakhouad","4:01.69","2012","1500-metres"
"Mimi ","Belete","4:01.72","2012","1500-metres"
"Tatyana ","Tomashova","4:01.76","2012","1500-metres"
"Natalya ","Evdokimova","4:01.85","2012","1500-metres"
"Tatyana ","Tomashova","4:01.95","2012","1500-metres"
"Abeba ","Aregawi","4:02.04","2012","1500-metres"
"Tatyana ","Tomashova","4:02.10","2012","1500-metres"
"Lisa ","Dobriskey","4:02.13","2012","1500-metres"
"Maryam Yusuf ","Jamal","4:02.18","2012","1500-metres"
"Hellen Onsando ","Obiri","4:02.30","2012","1500-metres"
"Yuliya ","Fomenko","4:02.33","2012","1500-metres"
"Natallia ","Kareiva","4:02.37","2012","1500-metres"
"Abeba ","Aregawi","4:02.42","2012","1500-metres"
"Siham ","Hilali","4:02.59","2012","1500-metres"
"Ekaterina ","Sharmina","4:02.75","2012","1500-metres"
"Maryam Yusuf ","Jamal","4:02.84","2012","1500-metres"
"Laura ","Weightman","4:02.99","2012","1500-metres"
"Lucia ","Hrivnák Klocová","4:02.99","2012","1500-metres"
"Hellen Onsando ","Obiri","4:03.15","2012","1500-metres"
"Yuliya ","Fomenko","4:03.15","2012","1500-metres"
"Shannon ","Rowbury","4:03.15","2012","1500-metres"
"Mary Wangari ","Kuria","4:03.18","2012","1500-metres"
"Genzebe ","Dibaba","4:03.28","2012","1500-metres"
"Anna ","Mishchenko","4:03.33","2012","1500-metres"
"Gamze ","Bulut","4:03.42","2012","1500-metres"
"Ingvill ","Måkestad Bovim","4:03.71","2012","1500-metres"
"Faith Chepngetich ","Kipyegon","4:03.82","2012","1500-metres"
"Mary Wangari ","Kuria","4:03.87","2012","1500-metres"
"Abeba ","Aregawi","3:56.60","2013","1500-metres"
"Faith Chepngetich ","Kipyegon","3:56.98","2013","1500-metres"
"Genzebe ","Dibaba","3:57.54","2013","1500-metres"
"Hellen Onsando ","Obiri","3:58.58","2013","1500-metres"
"Abeba ","Aregawi","4:00.23","2013","1500-metres"
"Jennifer ","Simpson","4:00.48","2013","1500-metres"
"Viola Jelagat ","Kibiwot","4:00.76","2013","1500-metres"
"Hellen Onsando ","Obiri","4:00.93","2013","1500-metres"
"Brenda ","Martinez","4:00.94","2013","1500-metres"
"Faith Chepngetich ","Kipyegon","4:01.08","2013","1500-metres"
"Shannon ","Rowbury","4:01.28","2013","1500-metres"
"Nancy Jebet ","Langat","4:01.41","2013","1500-metres"
"Gabrielle ","Grunewald","4:01.48","2013","1500-metres"
"Genzebe ","Dibaba","4:01.62","2013","1500-metres"
"Eunice Jepkoech ","Sum","4:02.05","2013","1500-metres"
"Abeba ","Aregawi","4:02.11","2013","1500-metres"
"Siham ","Hilali","4:02.16","2013","1500-metres"
"Jennifer ","Simpson","4:02.30","2013","1500-metres"
"Viola Jelagat ","Kibiwot","4:02.50","2013","1500-metres"
"Abeba ","Aregawi","4:02.67","2013","1500-metres"
"Treniere ","Moser","4:02.85","2013","1500-metres"
"Sheila ","Reid","4:02.96","2013","1500-metres"
"Jennifer ","Simpson","4:02.99","2013","1500-metres"
"Eunice Jepkoech ","Sum","4:03.13","2013","1500-metres"
"Jennifer ","Simpson","4:03.35","2013","1500-metres"
"Hannah ","England","4:03.38","2013","1500-metres"
"Hellen Onsando ","Obiri","4:03.55","2013","1500-metres"
"Mary Wangari ","Kuria","4:03.56","2013","1500-metres"
"Mimi ","Belete","4:03.63","2013","1500-metres"
"Abeba ","Aregawi","4:03.69","2013","1500-metres"
"Abeba ","Aregawi","4:03.70","2013","1500-metres"
"Sifan ","Hassan","4:03.73","2013","1500-metres"
"Charlene ","Thomas","4:03.74","2013","1500-metres"
"Hellen Onsando ","Obiri","4:03.86","2013","1500-metres"
"Hannah ","England","4:03.91","2013","1500-metres"
"Nancy Jebet ","Langat","4:03.91","2013","1500-metres"
"Siham ","Hilali","4:03.92","2013","1500-metres"
"Svetlana ","Karamasheva","4:04.01","2013","1500-metres"
"Sifan ","Hassan","4:04.02","2013","1500-metres"
"Siham ","Hilali","4:04.06","2013","1500-metres"
"Elena ","Soboleva","4:04.30","2013","1500-metres"
"Siham ","Hilali","4:04.30","2013","1500-metres"
"Gelete ","Burka","4:04.36","2013","1500-metres"
"Eunice Jepkoech ","Sum","4:04.49","2013","1500-metres"
"Nancy Jebet ","Langat","4:04.53","2013","1500-metres"
"Ekaterina ","Sharmina","4:04.55","2013","1500-metres"
"Senbere ","Teferi","4:04.55","2013","1500-metres"
"Siham ","Hilali","4:04.58","2013","1500-metres"
"Katie ","Mackey","4:04.60","2013","1500-metres"
"Mary ","Cain","4:04.62","2013","1500-metres"
"Sifan ","Hassan","3:57.00","2014","1500-metres"
"Hellen Onsando ","Obiri","3:57.05","2014","1500-metres"
"Jennifer ","Simpson","3:57.22","2014","1500-metres"
"Abeba ","Aregawi","3:57.57","2014","1500-metres"
"Faith Chepngetich ","Kipyegon","3:58.01","2014","1500-metres"
"Jennifer ","Simpson","3:58.28","2014","1500-metres"
"Abeba ","Aregawi","3:58.72","2014","1500-metres"
"Hellen Onsando ","Obiri","3:58.89","2014","1500-metres"
"Faith Chepngetich ","Kipyegon","3:59.21","2014","1500-metres"
"Sifan ","Hassan","3:59.38","2014","1500-metres"
"Shannon ","Rowbury","3:59.49","2014","1500-metres"
"Dawit ","Seyaum","3:59.53","2014","1500-metres"
"Jennifer ","Simpson","3:59.92","2014","1500-metres"
"Shannon ","Rowbury","3:59.93","2014","1500-metres"
"Laura ","Muir","4:00.07","2014","1500-metres"
"Mimi ","Belete","4:00.08","2014","1500-metres"
"Abeba ","Aregawi","4:00.13","2014","1500-metres"
"Laura ","Weightman","4:00.17","2014","1500-metres"
"Jennifer ","Simpson","4:00.38","2014","1500-metres"
"Jennifer ","Simpson","4:00.42","2014","1500-metres"
"Viola Jelagat ","Kibiwot","4:00.46","2014","1500-metres"
"Dawit ","Seyaum","4:00.66","2014","1500-metres"
